sku;title;price;rating;reviews_total;cover_image;photos_seller;videos_seller;color;material;art_set;has_rich_content
2359066702;Раскраска по номерам антистресс Дисней Ашет ТОМ 11/TOME 11;1762.0;4.9;1882;https://ir.ozone.ru/s3/multimedia-1-l/9548554413.jpg;1;0;;;2359066702;False
2829800382;Раскраска по номерам дисней hachette coloriages mysteres Les Grands classiques Tome 11 бемби от ашет;2281.0;4.9;2268;https://ir.ozone.ru/s3/multimedia-1-v/7976968915.jpg;1;0;;;2829800382;False
